GSM3905407_BCH825_BCH825.P02.A01	GSM3905407_BCH825_BCH825.P02.A03	GSM3905407_BCH825_BCH825.P02.A05	GSM3905407_BCH825_BCH825.P02.A07	GSM3905407_BCH825_BCH825.P02.A08	GSM3905407_BCH825_BCH825.P02.A09	GSM3905407_BCH825_BCH825.P02.A10	GSM3905407_BCH825_BCH825.P02.A11	GSM3905407_BCH825_BCH825.P02.B01	GSM3905407_BCH825_BCH825.P02.B02	GSM3905407_BCH825_BCH825.P02.B03	GSM3905407_BCH825_BCH825.P02.B04	GSM3905407_BCH825_BCH825.P02.B05	GSM3905407_BCH825_BCH825.P02.B06	GSM3905407_BCH825_BCH825.P02.B07	GSM3905407_BCH825_BCH825.P02.B08	GSM3905407_BCH825_BCH825.P02.B11	GSM3905407_BCH825_BCH825.P02.B12	GSM3905407_BCH825_BCH825.P02.C02	GSM3905407_BCH825_BCH825.P02.C03	GSM3905407_BCH825_BCH825.P02.C05	GSM3905407_BCH825_BCH825.P02.C06	GSM3905407_BCH825_BCH825.P02.C09	GSM3905407_BCH825_BCH825.P02.C10	GSM3905407_BCH825_BCH825.P02.C11	GSM3905407_BCH825_BCH825.P02.C12	GSM3905407_BCH825_BCH825.P02.D01	GSM3905407_BCH825_BCH825.P02.D03	GSM3905407_BCH825_BCH825.P02.D04	GSM3905407_BCH825_BCH825.P02.D05	GSM3905407_BCH825_BCH825.P02.D06	GSM3905407_BCH825_BCH825.P02.D07	GSM3905407_BCH825_BCH825.P02.D08	GSM3905407_BCH825_BCH825.P02.D09	GSM3905407_BCH825_BCH825.P02.D10	GSM3905407_BCH825_BCH825.P02.D11	GSM3905407_BCH825_BCH825.P02.D12	GSM3905407_BCH825_BCH825.P02.E01	GSM3905407_BCH825_BCH825.P02.E02	GSM3905407_BCH825_BCH825.P02.E05	GSM3905407_BCH825_BCH825.P02.E06	GSM3905407_BCH825_BCH825.P02.E07	GSM3905407_BCH825_BCH825.P02.E08	GSM3905407_BCH825_BCH825.P02.E09	GSM3905407_BCH825_BCH825.P02.E10	GSM3905407_BCH825_BCH825.P02.E11	GSM3905407_BCH825_BCH825.P02.E12	GSM3905407_BCH825_BCH825.P02.F01	GSM3905407_BCH825_BCH825.P02.F02	GSM3905407_BCH825_BCH825.P02.F03	GSM3905407_BCH825_BCH825.P02.F05	GSM3905407_BCH825_BCH825.P02.F06	GSM3905407_BCH825_BCH825.P02.F07	GSM3905407_BCH825_BCH825.P02.F08	GSM3905407_BCH825_BCH825.P02.F12	GSM3905407_BCH825_BCH825.P02.G01	GSM3905407_BCH825_BCH825.P02.G02	GSM3905407_BCH825_BCH825.P02.G05	GSM3905407_BCH825_BCH825.P02.G06	GSM3905407_BCH825_BCH825.P02.G09	GSM3905407_BCH825_BCH825.P02.G10	GSM3905407_BCH825_BCH825.P02.G11	GSM3905407_BCH825_BCH825.P02.G12	GSM3905407_BCH825_BCH825.P02.H04	GSM3905407_BCH825_BCH825.P02.H08	GSM3905407_BCH825_BCH825.P02.H09	GSM3905407_BCH825_BCH825.P02.H10	GSM3905407_BCH825_BCH825.P02.H12	GSM3905407_BCH825_BCH825.P06.A02	GSM3905407_BCH825_BCH825.P06.A03	GSM3905407_BCH825_BCH825.P06.A04	GSM3905407_BCH825_BCH825.P06.A05	GSM3905407_BCH825_BCH825.P06.A06	GSM3905407_BCH825_BCH825.P06.A07	GSM3905407_BCH825_BCH825.P06.A08	GSM3905407_BCH825_BCH825.P06.A09	GSM3905407_BCH825_BCH825.P06.A10	GSM3905407_BCH825_BCH825.P06.B01	GSM3905407_BCH825_BCH825.P06.B02	GSM3905407_BCH825_BCH825.P06.B03	GSM3905407_BCH825_BCH825.P06.B04	GSM3905407_BCH825_BCH825.P06.B05	GSM3905407_BCH825_BCH825.P06.B06	GSM3905407_BCH825_BCH825.P06.B07	GSM3905407_BCH825_BCH825.P06.B08	GSM3905407_BCH825_BCH825.P06.B09	GSM3905407_BCH825_BCH825.P06.B12	GSM3905407_BCH825_BCH825.P06.C04	GSM3905407_BCH825_BCH825.P06.C05	GSM3905407_BCH825_BCH825.P06.C07	GSM3905407_BCH825_BCH825.P06.C08	GSM3905407_BCH825_BCH825.P06.C09	GSM3905407_BCH825_BCH825.P06.D04	GSM3905407_BCH825_BCH825.P06.D06	GSM3905407_BCH825_BCH825.P06.D07	GSM3905407_BCH825_BCH825.P06.D08	GSM3905407_BCH825_BCH825.P06.D09	GSM3905407_BCH825_BCH825.P06.D12	GSM3905407_BCH825_BCH825.P06.E01	GSM3905407_BCH825_BCH825.P06.E03
PTPLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPA17	0	0	0	0	0	0	0	0	0	0	0	0	4.978	0	3.583	0	0	0	3.431	0	3.277	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87	0	0	0	5.028	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.176	0	3.571	0	0	0	0	0	0	0	0	0	0	0	2.742	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0	0	0	0	0	0
DUSP12	0	0	5.167	0	0	0	0	0	0	0	4.367	0	0	0	1.887	0	4.658	0	4.511	6.195	0	0.952	3.942	0	0	0	0	0	0	0	0	5.154	0	0	0	5.393	4.574	0	5.128	0	0	5.772	0	4.306	0	0	6.096	0	0	0	0	0	5.298	0	0	1.638	0	0	0	0	0	0	0	0	0	0	0	0	5.134	0	0	0	0	5.307	0	0	0	0	4.712	0	0	5.624	3.519	5.151	0	0	4.056	0	4.825	0	4.784	0	2.398	0	0	0	0	0	0	0
BRMS1	4.224	0	0	0	0	0	0	4.642	0	0	0	0	0	0	0	0	0	1.637	0	0	0	0	6.157	0	6.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.986	0	4.817	0	4.228	5.977	3.078	0	0	0	5.367	0	1.907	0	0	0	0	0	0	0	0	4.588	3.795	0	0	0	0	0	0.571	1.898	5.099	0	0	0	0	5.136	0	0	0	0	0	0	2.533	0	0	0	0	0	3.438	0	0	0	0	5.706	0	0
MAOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VRK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NQO2	1.596	0	0	1.543	0	0	0	1.427	0	0	2.936	0	0	0	0	0	0	0	2.32	0	0	0	0	0	0	0	0	0	5.071	0	0	0	0	0	2.775	4.278	5.68	0	0	0	6.021	0	0	4.715	1.475	0	0	3.989	0	0	0	0	4.008	3.083	0	0	0	0	5.296	0	0	0	0	0	4.513	0	4.392	0	0	0	0	2.163	0	0	5.222	0	0	0	4.287	3.417	0	3.302	0	0	3.991	4.665	0	0	4.594	0	0	0	3.76	0	0	0	0	0	0	0
PLSCR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.141	0	0	0	0.854	0	0	0	0	0	0	0	0	0	0	0	0	0	2.561	0	0	0	5.634	0	0	0	0	0	0	0	0	0	0	0	0	1.511	0	0	2.807	0	1.886	0	0	0	0	0	0	0	0	0	0	0	0
RMST	2.4	0	0	4.603	0	0	0	0	0	0	0	0	0	0	5.122	0	0	1.228	0	0	0	0	0	0	3.878	0.637	0	1.814	0	0	0	0	0	0	0	0	0	0	0	0	0	2.707	0	0	0	0	3.15	0	6.055	0	0	0	0	0	0	4.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.794	0	0	0	0	2.278	0	1.751	0	0	0	0	0	0	4.285	0	0	0	3.22	0	0	0	0	0	0	5.944
PSMB1	5.34	6.698	6.729	5.117	7.4	6.303	0	5.63	0	6.713	5.679	0	5.58	6.551	5.929	6.677	7.798	6.893	7.053	7.193	3.929	1.198	5.754	6.306	7.863	0	7.303	5.869	5.772	5.946	7.411	0	6.96	5.397	6.146	0	3.618	5.814	0	0	0	6.947	0	5.645	6.666	6.427	7.347	5.174	5.925	0	5.46	5.396	6.844	5.696	6.444	5.551	3.404	0	0	0	6.358	6.718	0	7.567	0	0	5.418	7.046	5.162	6.524	0	5.672	5.671	6.608	6.267	0	6.926	0	5.573	6.48	2.697	4.142	3.044	2.927	0	0	5.21	6.241	5.38	6.617	7.208	0	0	5.888	4.648	0	0	0	4.387	4.632
MAGEF1	0	5.248	0	0	0	0.703	0	0	0	0	0	0	0	0	0	5.645	0	0	0	0	0	1.247	0	0	0	0	0	0	0	0	0	5.287	0	0	0	0.843	0	0	0	3.033	6.155	0	4.898	0	3.391	0	0	4.883	0	5.351	0	5.155	4.961	0	0	0.473	0	0	0	0	0	4.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.856	0	0	3.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84	0	0	0	0	1.292	0	0	0	0	0	0	0	0	0	0	0	1.796	0	0	0	0	0	0	4.343	0	0	0	0	0	0
RNF212	0	0	0	0	0	1.015	4.676	4.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.687	0	0	0	0	3.771	0	0	0	0	4.688	0	0	1.001	0	0	0	0	0	0	0	0	0	2.788	3.419	0	0	0	0	2.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.571	0	0	0	2.153	0	0	0	0	0	0	0	0	0	0	3.533	0	2.24	3.582	0	0	0	0	0	0
HIST1H3H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10A	6.83	8.256	6.984	7.014	9.092	7.516	8.906	7.471	8.48	8.321	8.913	8.813	7.698	8.617	6.007	7.38	7.301	7.484	7	7.64	7.194	8.431	5.931	7.021	8.518	7.794	7.275	7.232	2.35	8.197	8.284	8.479	7.499	4.576	8.212	7.815	8.045	8.178	8.927	7.378	8.416	2.739	7.946	8.129	9.075	7.245	6.353	8.06	7.232	8.23	7.695	8.74	8.425	7.968	7.062	5.98	8.061	8.799	7.745	8.512	6.057	7.618	7.711	9	7.961	8.623	7.383	7.419	6.871	8.251	8	6.886	7.48	7.743	5.909	6.887	7.461	8.206	8.246	6.853	8.54	7.655	7.995	7.021	8.572	7.408	8.061	7.514	5.525	7.084	7.456	9.135	7.668	6.838	7.724	7.39	7.529	8.806	6.511	5.886
C1orf74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL55	5.363	0	0	0	6.921	5.516	5.565	0	0	0	5.066	0	0	0	0	0	0	5.428	5.181	0	4.34	0	0	0	0	0	0	5.656	0	0	0	0	0	0	0	0	0	4.879	0	6.557	5.846	0	0	4.932	0	5.215	3.49	0	0	0	0	0	0	0	0	5.136	0	0	5.054	0	0	7.477	0	0	0	5.465	3.98	0	0	0	4.002	0	0	4.902	0	0	5.633	5.751	3.407	4.704	0	6.414	3.694	6.508	0	0	0	4.989	0	0	0	0	5.728	6.19	7.557	5.164	0	7.481	0	0
RAP1A	2.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.343	0	0	0	0	0	0	0	0	0	5.92	0	0	6.277	2.31	0	0	2.939	1.356	0	0	0	0	0	0	0	0	0	0	0	0	2.839	0	0	0	0	0	3.257	0	0	0	0	0.848	0	0	0	0	0	5.031	0	0	0	0	0	0	5.728	0	0	0
CA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM206A	3.803	0	0	0	0	5.285	0	0	0	0	0	0	6.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.152	0	0	0	0	0	0	0	4.956	0	0	0	0	0	0	5.405	0	0	0	1.554	0	0	0	0	0	5.572	0	0	1.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.234	0	0	0	0	0	0	3.632	0	0	0	1.929	0	0	0	0	1.16
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM1	6.92	7.656	6.599	5.39	5.953	4.774	1.191	6.327	7.627	0	7.174	7.053	7.466	5.834	7.935	7.978	6.883	6.352	6.796	7.113	0	5.835	6.377	8.197	8.087	5.125	6.79	6.322	6.986	6.711	6.123	4.936	5.716	0	7.054	5.399	5.464	4.964	7.748	0	7.195	6.098	6.809	7.358	6.371	6.548	6.932	6.102	3.789	5.575	5.675	6.209	7.061	5.629	5.355	7.013	6.66	5.957	6.889	6.24	0	7.423	7.752	6.043	6.465	2.747	7.029	4.339	6.567	6.244	6.236	7.011	7.424	7.478	5.779	6.045	7.895	7.287	7.555	6.542	7.188	2.228	5.867	6.098	6.292	5.889	7.905	6.248	6.227	5.832	6.615	6.899	6.998	6.217	5.113	7.549	7.516	4.803	3.842	5.547
PRKAG1	0	0	4.997	3.742	0	0	0	0	0	0	0	0	0	0	4.338	0	0	0	0	0	0	0	0	0	0	4.46	0	0	0	4.753	0	0	0	0	0	2.391	0	0	0	6.117	0	0	0	0	0	0	0	0	3.963	0	0	0	5.136	0	6.614	0	0	0	0	3.436	0	0	5.636	0	0	0	4.804	0	1.139	0	0	0	0	0	4.062	0	0	0	0	4.308	0	3.271	2.243	5.522	0	0	0	0	0	4.514	0	0	4.108	0	6.242	0	0	0	4.434	0
FSD1	3.91	0	0	2.492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.192	0	0	0	0	0	0	1.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf89	0	3.223	0	5.706	0	0	0	0	0	0	0	0	2.058	0	0	0	3.243	0	3.681	0	0	0	0	0	0	0	0	1.776	0	0	0	0	0	0	0	0	0	0	0	0	0	4.532	0	0	0	0	0	0	0	0	0	0	4.899	0	3.572	0.797	0	0	0	0	2.144	0	4.554	0	0	0	0	0	0	0	0	0	0	0	5.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.162
TNFRSF1A	4.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.798	2.597	0	0	2.182	4.169	0	0	4.992	0	0	0	0	0	0	0	4.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56	0	0	0	0	0	5.388	4.895	0	0	0	0	0	0	0	0	0	0	3.728	2.819	5.778	0	0	0	0	0	0	0	0	2.579	3.317	0	0	0	3.492	0	0	0	0	0	0	0	0	0	0
YEATS4	6.922	0	5.783	5.141	0	0	0	0	6.258	0	0	0	0	0	4.432	5.791	0	6.487	4.438	0	0	0	2.406	0	0	5.581	0	3.824	0	0	6.24	0	0	0	0	5.887	0	0	0	6.758	0	0	0	0	0	0	6.551	0	0	4.861	0	4.409	5.146	0	0	4.482	0	0	5.552	6.062	0	0	5.875	6.187	0	0	2.619	0	5.477	4.541	3.636	0	2.114	3.7	2.57	5.639	2.61	5.308	0	4.735	5.96	0	5.956	0	0	6.234	4.463	0	6.259	4.15	0	0	4.423	0	6.159	4.544	0	0	2.903	7.755
NUP37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.534	3.466	0	0	5.128	0	0	0	0	0	0	0	0	0	0	0	0	0	4.441	0	0	0	0	0	0	0	0	4.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.524	0	3.609	0	0	0	0	0	0	0	0	0	3.644	0	0	0	0	0	0	0	0	0	5.419	0	0	0	4.277	0	0	0	0	0	0	3.98	0	0	4.744	0	0	3.612	0
LOC100506207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.963	0	0	0	0	0	0	0	0.576	0	0	0	3.124	0	0	0	0	0	0	1.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.429	0	0	0	0	0	0.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GINS3	4.581	0	1.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16	0	0	0	0	4.72	6.426	2.759	0	0	2.109	0	0	0	0	4.184	3.001	0	0	0	1.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LITAF	0.538	0	4.667	0	0	4.414	0	4.89	0	0	0	5.06	0	0	2.805	0	0	0	2.813	0	0	0	0	0	3.762	4.529	0	2.611	3.115	0	0	0	0	0.767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.976	0	0	0	0	0	0	0	3.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768	0	0	5.463	0	4.518	0	0
FGF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT4	4.807	5.427	0	4.866	0	0	5.635	1.913	0	0	0	0	0	0	4.177	5.503	5.027	3.396	0	4.397	4.706	2.826	7.751	0	0	5.845	0	3.547	0	5.23	0	4.933	0	0	0	0	2.418	1.092	4.867	6.748	0	4.808	1.33	3.54	0	1.109	3.696	0	4.174	0	2.069	0	2.901	0	0	3.425	5.203	0	5.439	6.165	5.274	0	0	0	0	0	0	0	4.968	0	0	3.52	2.405	4.75	5.326	0	4.774	3.288	1.163	2.905	0	0	2.845	0	1.879	0	0	2.316	5.563	2.358	0	6.135	0.88	2.034	0	0	4.96	0	0	6.205
C11orf71	1.332	0	0	0	0	0	0	0	0	0	3.749	0	0	0	0	0	0	0	0	0	1.639	0	0	0	0	0	0	0	0	0	0	0	5.095	0	0	5.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.376	0	0	0	0	0	0	3.493	3.864	0	0	0	0	0	3.373	1.664	0	0	0	0	4.367	3.256	0	0	0	0	0	4.615	0	3.934	0	0	0	0	0
GCHFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM1	4.166	0	5.682	4.623	0	0	0	0	3.22	0	0	0	0	0	2.918	0	0	0	1.746	0	0	0	0	0	0	0	0	3.764	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03	0	0	0	0	0	0	3.828	0	0	0	4.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.547	0	0	0	0	4.177	0	0	0	0	0	0	0	0	0	0	0	3.664	0	3.486	0	4.257	0	0	0	0
BOK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.141	0	0	3.059	0	0	0	4.154	0	1.153	0	4.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761	0	0	0	0	0	4.603	0	0	0	0	0	0	0.209	4.564	0	1.188	0	1.984	0	3.659	0	0	0	0	1.553	3.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.462	0	0	3.744
SURF1	0	4.901	0	0	0	0	0	0	0	0	0	0	0	0	3.822	0	0	0	0	0	0	0	0	0	0	0	0	3.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.575	0	0	2.506	0	0	0	0	0	2.474	0	0	0	0	0	4.466	0	0	0	2.246	0	0	0	0	0	0	0	0	0	0	0	2.204	0	0	0	0	0	0	0	0	0	3.953	3.58	0	0	0	0	0	0	2.218	4.445	0	0	3.095	0	0	0	0
PPP1R1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCND3	4.656	0	0	0	0	0	0	0	0	0	0	0	0	0	1.892	0	0	0	0	0	0	0	0	0	2.302	0	0	0	0	0	0	0	0	0	0	0	2.694	0	0	0	0	0	0	0	0	0	4.466	0	0	0	0	0	1.908	0	0	0	0	0	0	0	4.372	5.022	0	0	0	0	0	0	0	0	0	1.05	0	0	0	0	0	0	1.933	0	0	0	0	0	0	0	0	0	3.78	0	0	0	4.029	0	0	0	0	0	0	0
EGFLAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSNAXIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGCR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.558
GALNT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22	0	0	0	0	1.293	0	0	0	0	0	0	0	0	0	0	2.324	0	0	0	4.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.124	0	0	0	0	0	0	2.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.734	0	0	1.226	0	0	5.248	0	0	0	0	0
RAD51	5.316	0	3.119	3.355	0	0	0.852	0	0	0	0	5.981	0	0	4.628	0	0	0	4.916	0	0	0	0	0	0	0	3.773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309	0	4.791	0	5.59	0	0	0	0	3.576	4.129	1.686	0	0	0	0	0	0	0	0	0	4.432	0	0	0	0	4.859	0	1.903	0	3.39	0	0	0.624	0	4.4	2.251	0	0	0	4.279	0	0	0	0	3.964	0	0	0	0	0	0	0	0	0	5.697	0
OCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSEN15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.346	3.421	4.37	2.863	0	0	0	0	0	0	0	0	0	0	0	0	0	6.053	0	0	0	0	3.826	4.829	0	0	0	0	0	0	0	0	5.518	0	0	0	0	0	0	0	2.956	0	0	0	0	0	3.375	0	0	5.003	0	0	6.658	0	0	0	0	0	4.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.393	0	0
